main_category,main_link,sub_category,sub_category_id,sub_category_link
Sports,https://example.com/c/sports,Extreme Sports,extreme_sports,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/extreme_sports.json
Sports,https://example.com/c/sports,Fitness & Weight Lifting,fitness_weight_lifting,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/fitness_weight_lifting.json
Sports,https://example.com/c/sports,Golf & Ultimate,golf_ultimate,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/golf_ultimate.json
Sports,https://example.com/c/sports,Hockey & Ice Skating,hockey_ice_skating,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/hockey_ice_skating.json
Sports,https://example.com/c/sports,Martial arts & Wrestling,martial_arts_wrestling,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/martial_arts_wrestling.json
Sports,https://example.com/c/sports,Outdoor & Winter Sports,outdoor_winter_sports,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/outdoor_winter_sports.json
Sports,https://example.com/c/sports,Shooting & Target Sports,shooting_target_sports,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/shooting_target_sports.json
Sports,https://example.com/c/sports,Swimming & Water Sports,swimming_water_sports,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/swimming_water_sports.json
Sports,https://example.com/c/sports,Tennis & Racquet Sports,tennis_racquet_sports,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/tennis_racquet_sports.json
Travel & Vacation,https://example.com/c/travel_vacation,Accommodation & Lodging,accomodations_lodging,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/accomodations_lodging.json
Travel & Vacation,https://example.com/c/travel_vacation,Activities & Tours,activities_tours,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/activities_tours.json
Travel & Vacation,https://example.com/c/travel_vacation,Airlines & Air Travel,airlines_air_travel,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/airlines_air_travel.json
Travel & Vacation,https://example.com/c/travel_vacation,Hotels,hotels,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/hotels.json
Travel & Vacation,https://example.com/c/travel_vacation,Travel Agencies,travel_agencies,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/travel_agencies.json
Utilities,https://example.com/c/utilities,Energy & Power,energy_power,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/energy_power.json
Utilities,https://example.com/c/utilities,Oil & Fuel,oil_fuel,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/oil_fuel.json
Utilities,https://example.com/c/utilities,Water Utilities,water_utilities,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/water_utilities.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Air & Water Transport,air_water_transport,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/air_water_transport.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Airports & Parking,airports_parking,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/airports_parking.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Auto Parts & Wheels,auto_parts_wheels,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/auto_parts_wheels.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Bicycles,bicycles,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/bicycles.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Cars & Trucks,cars_trucks,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/cars_trucks.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Motorcycle & Powersports,motorcycle_powersports,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/motorcycle_powersports.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Other Vehicles & Trailers,other_vehicles_trailers,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/other_vehicles_trailers.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Taxis & Public Transport,taxis_public_transport,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/taxis_public_transport.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Vehicle Rental,vehical_rental,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/vehical_rental.json
Vehicles & Transportation,https://example.com/c/vehicles_transportation,Vehicle Repair & Fuel,vehicle_repair_fuel,https://www.trustpilot.com/_next/data/categoriespages-consumersite-2.718.0/categories/vehicle_repair_fuel.json
